"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"DCXINDIA","DCX Systems Limited","Shareholders meeting","Dcx Systems Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 21:18:34","2025-09-26 21:18:34","26-Sep-2025 21:18:34","00:00:00","https://nsearchives.nseindia.com/corporate/DCX_2022_26092025211824_AGM_PROCEEDINGS.pdf"
"FILATEX","Filatex India Limited","Change in Auditors","Filatex India Limited has informed the Exchange regarding Change in Auditors of the company.","26-Sep-2025 21:16:26","2025-09-26 21:16:26","26-Sep-2025 21:16:27","00:00:01","https://nsearchives.nseindia.com/corporate/FILATEX_26092025211613_FILtoSEjointAuditor26092025.pdf"
"AVG","AVG Logistics Limited","Trading Window","AVG Logistics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 21:16:06","2025-09-26 21:16:06","26-Sep-2025 21:16:07","00:00:01","https://nsearchives.nseindia.com/corporate/AVG_26092025211553_TradingWindow.pdf"
"SHAHALLOYS","Shah Alloys Limited","General Updates","Shah Alloys Limited has informed the Exchange about General Updates","26-Sep-2025 21:15:29","2025-09-26 21:15:29","26-Sep-2025 21:15:30","00:00:01","https://nsearchives.nseindia.com/corporate/SHAHALLOYS_26092025211454_Outcome_ShahAlloys_35AGM_260925.pdf"
"BHARATWIRE","Bharat Wire Ropes Limited","Trading Window","Bharat Wire Ropes Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 21:14:51","2025-09-26 21:14:51","26-Sep-2025 21:14:52","00:00:01","https://nsearchives.nseindia.com/corporate/BHARATWIRE_26092025211403_Intimationsd.pdf"
"SASTASUNDR","Sastasundar Ventures Limited","Shareholders meeting","Sastasundar Ventures Limited has informed the Exchange regarding Proceedings of AGM held on September 26, 2025. Further, the company has submitted the Exchange a copy of Srutinizers report.","26-Sep-2025 21:13:31","2025-09-26 21:13:31","26-Sep-2025 21:13:32","00:00:01","https://nsearchives.nseindia.com/corporate/SASTASUNDR_26092025211145_SVL_LH_proceedings_scrutinizer_report_sign.pdf"
"PROZONER","Prozone Realty Limited","Shareholders meeting","Prozone Realty Limited has informed the Exchange regarding Proceedings of  Annual General Meeting held on September 26, 2025.","26-Sep-2025 21:12:03","2025-09-26 21:12:03","26-Sep-2025 21:12:03","00:00:00","https://nsearchives.nseindia.com/corporate/PROZONINTU_26092025211149_PRLProceedingsOutcomeofAGM26092025.pdf"
"VIKRAMSOLR","Vikram Solar Limited","Shareholders meeting","Vikram Solar Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025. Further, the company has informed the Exchange regarding voting results.","26-Sep-2025 21:11:29","2025-09-26 21:11:29","26-Sep-2025 21:11:29","00:00:00","https://nsearchives.nseindia.com/corporate/VSLCS_26092025210947_VSLvotingresultssigned.pdf"
"CGPOWER","CG Power and Industrial Solutions Limited","Updates","CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Receipt of request of reclassification of Promoter Group of the Company'.","26-Sep-2025 21:11:17","2025-09-26 21:11:17","26-Sep-2025 21:11:18","00:00:01","https://nsearchives.nseindia.com/corporate/CGPOWER_26092025211019_Reclassification_26092025.pdf"
"SALSTEEL","S.A.L. Steel Limited","General Updates","S.A.L. Steel Limited has informed the Exchange about General Updates","26-Sep-2025 21:11:00","2025-09-26 21:11:00","26-Sep-2025 21:11:01","00:00:01","https://nsearchives.nseindia.com/corporate/SALSTEEL_26092025211028_OUTCOME_SALSTEEL_22AGM_26092025.pdf"
"MOSCHIP","Moschip Technologies Limited","Allotment of Securities","Moschip Technologies Limited has informed the Exchange regarding allotment of 118046 securities pursuant to ESOP/ESPS at its meeting held on September 26, 2025","26-Sep-2025 21:09:12","2025-09-26 21:09:12","26-Sep-2025 21:09:12","00:00:00","https://nsearchives.nseindia.com/corporate/MOSCHIP_26092025210901_Outcome_of_Circular_Resolution.pdf"
"BSHSL","Bombay Super Hybrid Seeds Limited","Trading Window","Bombay Super Hybrid Seeds Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 21:03:55","2025-09-26 21:03:55","26-Sep-2025 21:03:56","00:00:01","https://nsearchives.nseindia.com/corporate/BSHSL_26092025210332_IntimationofTradingWindowClosureSigned.pdf"
"PITTIENG","Pitti Engineering Limited","Trading Window","Pitti Engineering Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 21:02:06","2025-09-26 21:02:06","26-Sep-2025 21:02:08","00:00:02","https://nsearchives.nseindia.com/corporate/PITTIENG_26092025210151_tradingwindowclosure.pdf"
"AMBUJACEM","Ambuja Cements Limited","General Updates","Ambuja Cements Limited has informed the Exchange about updates in respect of Scheme of Arrangement of Sanghi Industries Limited ( Transferor Company ) with Ambuja Cements Limited ( Transferee Company ) and their respective shareholders.","26-Sep-2025 21:01:28","2025-09-26 21:01:28","26-Sep-2025 21:01:30","00:00:02","https://nsearchives.nseindia.com/corporate/AMBUJACEM_26092025210037_Ambuja_SE_Intimation.pdf"
"NTPC","NTPC Limited","General Updates","NTPC Limited has informed the Exchange about approval of following at Board Meeting held on 26.09.2025: (i) Equity infusion in NEEPCO (ii) Proposal for setting of MSW to Torrefied Charcoal Facility by APCPL","26-Sep-2025 20:59:36","2025-09-26 20:59:36","26-Sep-2025 20:59:37","00:00:01","https://nsearchives.nseindia.com/corporate/NTPC2_26092025205907_NTPCSE_26092025_Outcome__002_.pdf"
"AVL","Aditya Vision Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Aditya Vision Limited has informed the Exchange about Schedule of meet","26-Sep-2025 20:58:21","2025-09-26 20:58:21","26-Sep-2025 20:58:22","00:00:01","https://nsearchives.nseindia.com/corporate/ADITYAVISION_26092025205813_Investomeepdfuploadddd.pdf"
"NTPC","NTPC Limited","General Updates","NTPC Limited has informed the Exchange about  Revised Cost Estimate of North Karanpura Super Thermal Power Project (3X660 MW).","26-Sep-2025 20:57:38","2025-09-26 20:57:38","26-Sep-2025 20:57:39","00:00:01","https://nsearchives.nseindia.com/corporate/NTPC2_26092025205728_NTPCSE_26092025.pdf"
"ANURAS","Anupam Rasayan India Limited","Shareholders meeting","Anupam Rasayan India Limited has informed the Exchange regarding Proceedings of 22nd AGM of members of the Company held on September 26 2025.","26-Sep-2025 20:57:27","2025-09-26 20:57:27","26-Sep-2025 20:57:27","00:00:00","https://nsearchives.nseindia.com/corporate/ANURAS_26092025205547_ARILSLDSTX20250926046Proceedingsof22ndAGM.pdf"
"KCPSUGIND","KCP Sugar and Industries Corporation Limited","Shareholders meeting","KCP Sugar and Industries Corporation Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025. Further, the company has informed the Exchange regarding voting results.","26-Sep-2025 20:56:26","2025-09-26 20:56:26","26-Sep-2025 20:56:26","00:00:00","https://nsearchives.nseindia.com/corporate/KCPSUGIND_26092025205511_BSENSE30thAGMsd.pdf"
"TVSELECT","TVS Electronics Limited","Price movement","Significant movement in price has been observed in TVS Electronics Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. TVS Electronics Limited has submitted their response.","26-Sep-2025 20:55:54","2025-09-26 20:55:54","26-Sep-2025 20:55:55","00:00:01","https://nsearchives.nseindia.com/corporate/TVSELECT_26092025205256_NSE_SPURTLETTER_sd.pdf"
"CGPOWER","CG Power and Industrial Solutions Limited","Trading Window","CG Power and Industrial Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 20:54:36","2025-09-26 20:54:36","26-Sep-2025 20:54:37","00:00:01","https://nsearchives.nseindia.com/corporate/CGPOWER_26092025205414_ClosureofTradingWindow.pdf"
"SANGHIIND","Sanghi Industries Limited","General Updates","Sanghi Industries Limited has informed the Exchange about Disclosure under Regulation 30 of the SEBI (LODR) Regulations, 2015.","26-Sep-2025 20:54:27","2025-09-26 20:54:27","26-Sep-2025 20:54:28","00:00:01","https://nsearchives.nseindia.com/corporate/SANGHIIND_26092025205407_SanghiSEIntimation26092025.pdf"
"QPOWER","Quality Power Electrical Equipments Limited","Bagging/Receiving of orders/contracts","Quality Power Electrical Equipments Limited has informed the Exchange about Bagging/Receiving of orders/contracts","26-Sep-2025 20:54:24","2025-09-26 20:54:24","26-Sep-2025 20:54:25","00:00:01","https://nsearchives.nseindia.com/corporate/QPOWER1234_26092025205416_IntimationofReceiptofOrderMehruSign.pdf"
"SUVIDHAA","Suvidhaa Infoserve Limited","Trading Window","Suvidhaa Infoserve Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 20:52:57","2025-09-26 20:52:57","26-Sep-2025 20:52:58","00:00:01","https://nsearchives.nseindia.com/corporate/SUVIDHAA_26092025205249_TradingWindowClosureQ2FY26.pdf"
"SAMMAANCAP","Sammaan Capital Limited","Updates","Sammaan Capital Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of scheduled principal and interest amount in respect of the Secured Redeemable Non-Convertible Debentures, issued by our Company, through Public Issue, and listed on the Stock Exchange'.","26-Sep-2025 20:52:54","2025-09-26 20:52:54","26-Sep-2025 20:52:55","00:00:01","https://nsearchives.nseindia.com/corporate/IHFL_26092025205237_SCL_Retail_intimation_-57__26092025_PA7.pdf"
"AAATECH","Aaa Technologies Limited","Disclosure of material issue","Aaa Technologies Limited has informed regarding Disclosure of material issue","26-Sep-2025 20:44:39","2025-09-26 20:44:39","26-Sep-2025 20:44:40","00:00:01","https://nsearchives.nseindia.com/corporate/AAATECH_26092025204429_intimation.pdf"
"AKZOINDIA","Akzo Nobel India Limited","Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","Akzo Nobel India Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company","26-Sep-2025 20:44:28","2025-09-26 20:44:28","26-Sep-2025 20:44:30","00:00:02","https://nsearchives.nseindia.com/corporate/AKZOINDIA_26092025204418_AkzoIndia_Reg30_Intimation_KLGST_SCN_26Sep2025.pdf"
"PFOCUS","Prime Focus Limited","Trading Window","Prime Focus Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 20:44:24","2025-09-26 20:44:24","26-Sep-2025 20:44:25","00:00:01","https://nsearchives.nseindia.com/corporate/PFOCUS_26092025204403_CLOSURE_OF_TRADING_WINDOW_30092025.pdf"
"ASHOKAMET","Ashoka Metcast Limited","Appointment","Ashoka Metcast Limited has informed the Exchange regarding Appointment of Mr Chintan K. Patel as Secretarial Auditor of the company w.e.f. September 26, 2025.","26-Sep-2025 20:44:23","2025-09-26 20:44:23","26-Sep-2025 20:44:24","00:00:01","https://nsearchives.nseindia.com/corporate/AML_26092025204412_Reg30SecretarialAuditor26092025AML.pdf"
"CGCL","Capri Global Capital Limited","Shareholders meeting","Capri Global Capital Limited has submitted the Exchange a copy Srutinizers report along with Voting Results of  Annual General Meeting held on September 26, 2025","26-Sep-2025 20:42:31","2025-09-26 20:42:31","26-Sep-2025 20:42:31","00:00:00","https://nsearchives.nseindia.com/corporate/CGCL_26092025204043_Intimation_Voting_Results_and_Scrutinizer_Report_Final_Signed.pdf"
"AAATECH","Aaa Technologies Limited","Disclosure of material issue","Aaa Technologies Limited has informed regarding Disclosure of material issue","26-Sep-2025 20:42:21","2025-09-26 20:42:21","26-Sep-2025 20:42:21","00:00:00","https://nsearchives.nseindia.com/corporate/AAATECH_26092025204159_disclosure.pdf"
"GODREJIND","Godrej Industries Limited","Trading Window","Godrej Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 20:42:20","2025-09-26 20:42:20","26-Sep-2025 20:42:20","00:00:00","https://nsearchives.nseindia.com/corporate/Anupama_26092025204214_ClosureofTradingWindow30092025.pdf"
"FILATEX","Filatex India Limited","Shareholders meeting","Filatex India Limited has informed the Exchange about Outcome of 35th Annual General Meeting  held through Video Conferencing on 26th September, 2025","26-Sep-2025 20:40:52","2025-09-26 20:40:52","26-Sep-2025 20:40:53","00:00:01","https://nsearchives.nseindia.com/corporate/FILATEX_26092025204017_FILtoSE_outcome35AGM260925.pdf"
"STEELCAS","Steelcast Limited","Trading Window","Steelcast Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 20:40:08","2025-09-26 20:40:08","26-Sep-2025 20:40:08","00:00:00","https://nsearchives.nseindia.com/corporate/STEELCAS_26092025203954_Q22526Closure_of_trading_window_intimation_BSE_and_NSE.pdf"
"ASHOKAMET","Ashoka Metcast Limited","Shareholders meeting","Ashoka Metcast Limited has submitted the Exchange a copy of Srutinizers report along with voting results of  Annual General Meeting held on September 26, 2025","26-Sep-2025 20:39:54","2025-09-26 20:39:54","26-Sep-2025 20:39:54","00:00:00","https://nsearchives.nseindia.com/corporate/AML_26092025203934_ScrutinizerReport16thAGMAshoka.pdf"
"PITTIENG","Pitti Engineering Limited","Shareholders meeting","Pitti Engineering Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 26, 2025","26-Sep-2025 20:36:45","2025-09-26 20:36:45","26-Sep-2025 20:36:45","00:00:00","https://nsearchives.nseindia.com/corporate/PITTIENG_26092025203629_Scrutinizerreport.pdf"
"QPOWER","Quality Power Electrical Equipments Limited","Bagging/Receiving of orders/contracts","Quality Power Electrical Equipments Limited has informed the Exchange about Bagging/Receiving of orders/contracts","26-Sep-2025 20:35:51","2025-09-26 20:35:51","26-Sep-2025 20:35:52","00:00:01","https://nsearchives.nseindia.com/corporate/QPOWER1234_26092025203516_IntimationReceiptofSignificantOrderHsSign.pdf"
"GENCON","Generic Engineering Construction and Projects Limited","Trading Window","Generic Engineering Construction and Projects Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 20:33:20","2025-09-26 20:33:20","26-Sep-2025 20:33:22","00:00:02","https://nsearchives.nseindia.com/corporate/GENCON_26092025203252_Window_closure_letter.pdf"
"TERASOFT","Tera Software Limited","Shareholders meeting","Tera Software Limited has informed the Exchange about Shareholders meeting","26-Sep-2025 20:32:50","2025-09-26 20:32:50","26-Sep-2025 20:32:51","00:00:01","https://nsearchives.nseindia.com/corporate/TERASOFT_26092025203230_31AGMproceedingsTSL26092025.pdf"
"ABCAPITAL","Aditya Birla Capital Limited","Copy of Newspaper Publication","Aditya Birla Capital Limited has informed the Exchange about Copy of Newspaper Publication","26-Sep-2025 20:31:08","2025-09-26 20:31:08","26-Sep-2025 20:31:09","00:00:01","https://nsearchives.nseindia.com/corporate/ABCAPITAL_26092025202828_SEIntiNews.pdf"
"AUSOMENT","Ausom Enterprise Limited","Shareholders meeting","Ausom Enterprise Limited has submitted the Exchange a copy Voting Results and Scrutinizers report of  Annual General Meeting held on September 26, 2025","26-Sep-2025 20:28:50","2025-09-26 20:28:50","26-Sep-2025 20:28:50","00:00:00","https://nsearchives.nseindia.com/corporate/AUSOMENT_26092025202800_41STAGMSEBIREPORTUNDERREGULATION44EVOTING.pdf"
"AUBANK","AU Small Finance Bank Limited","General Updates","Pursuant to Regulation 30(5) of the Listing Regulations, the updated contact details of the KMPs authorised to determine the materiality of an event or information and for the purpose of making disclosures to stock exchange(s) under this regulation are as per attachment.","26-Sep-2025 20:28:27","2025-09-26 20:28:27","26-Sep-2025 20:28:28","00:00:01","https://nsearchives.nseindia.com/corporate/SUMIT1_26092025202615_Intimation_Contact_Details_of__KMPs.pdf"
